Temperature,Humidity,Rainfall,Soil_Moisture,Wind_Speed,Sunlight_Hours,Soil_pH,Growth_Stage,Surrounding_Crop_Diversity,Disease_Presence,Crop_Type,Disease_Type
33.82026172983830,54.67078946569870,130.66745827018200,46.340289872136400,6.995689511785670,7.595765945728680,6.9727541941706700,3,3.254569201718120,0,Rice,None
27.000786041836100,52.88029835905780,192.1849988238780,22.64431052709260,5.520161447596010,6.333537998653040,6.711461770396790,3,2.311815863503780,0,Maize,None
29.893689920528700,70.46135058955680,113.55454911079300,30.917360233719900,6.850131230944640,11.467200494882000,5.912160001864990,1,3.418478472101500,0,Wheat,None
36.204465996007300,60.41625519773440,156.82238135257600,28.90061037033600,7.952151706616760,8.381298008154420,6.397574339181740,1,3.0998809459435200,0,Wheat,None
34.33778995074980,69.19188387056260,13.083406591267400,40.92421539807530,1.2414954390971400,7.644379212702810,6.97824774240409,2,2.0007756737135200,0,Rice,None
20.113610600617900,62.96140964009550,135.35673721604600,27.906893220984200,3.434942915722010,5.829949761968160,7.293066996965730,1,4.169923740434780,0,Maize,None
29.750442087627900,62.292156992934300,101.51930657324400,19.710072713417900,2.1955898795066300,9.944524665682490,6.895642003296160,1,3.179452244984960,0,Maize,None
24.24321395851150,65.19154659127270,138.25009886922500,16.762740082066800,2.089428392110310,10.862943368090000,6.224583154780570,1,3.4633014455748700,0,Barley,None
24.48390574103220,77.03585554643390,143.3832609006560,30.29786191896810,2.6953291761299900,7.509853913481610,6.1641609989029100,2,2.164362798668030,1,Barley,Rust
27.05299250969190,79.2914514776869,-12.812505890520900,40.162410406225700,5.193097105199640,6.753492379775930,6.151586328461960,2,3.632059430016100,1,Maize,Spot
25.72021785580440,73.7117255264904,77.81986301969500,28.85378710697500,5.584560490074200,7.208002267988730,5.80192228782523,3,2.524894622581320,0,Rice,None
32.27136753481490,60.101774504528800,66.4988359700269,36.36204171679350,6.773442906513870,5.2829551954365,6.2199750436492500,1,2.6092402456518400,0,Rice,None
28.805188625735000,76.43631275453340,107.60820950028500,29.423420195510200,5.2264412495288800,10.645205055333900,6.66233853753786,3,3.424140833376130,1,Barley,Wilt
25.608375082464100,76.88896666607930,2.973330141514170,24.060607954520000,4.94103670628436,8.006887876868440,7.203804403207380,3,3.2577082333235000,0,Barley,None
27.21931616372710,72.74647203612440,45.474566625915000,39.80523154811340,5.5565116670227,7.999606459782900,6.460082272519760,1,4.266974695881150,0,Soybean,None
26.668371636871300,63.96379563980910,150.0960351763830,12.356895144894600,6.940866092687580,11.067407910820900,6.625764324323100,1,5.449479723101430,0,Rice,None
32.47039536578800,77.0885957536714,108.84462230261800,25.754899014584000,2.137474366247380,6.453835504351460,6.745485288676920,2,3.6888405187560200,1,Wheat,Spot
23.974208681171000,74.22818574676660,45.59927292916770,31.34571501969960,2.195530450178420,7.197490125657830,6.663168608352960,1,1.7561147755389000,0,Soybean,None
26.565338508254500,38.83143408400870,87.3391316472266,22.249230861408400,4.610750612916500,7.7692864712546800,7.238744525917360,3,3.3631763164346400,0,Soybean,None
20.729521303491400,76.44452033411040,154.91365288629200,32.47723218591170,3.9290057092794400,10.023110897976000,7.025367664759440,3,4.438317894117770,0,Rice,None
12.235050920829600,50.86257329138490,8.02166070160095,37.52086295004970,6.208553429397910,11.026471044112000,6.248720773759680,3,2.0853506041953500,0,Rice,None
28.268092977201800,76.63561576591380,89.428569322887,28.69287723901360,2.168576506049280,9.834137242395850,5.208626797497490,2,3.4582900416277500,1,Wheat,Spot
29.32218099429750,68.45927601575160,88.51683783545950,27.432941507223200,3.0553654255218300,9.45778614357571,5.8018040445099600,3,2.7128889416047700,0,Barley,None
21.28917489796780,81.93611680749200,109.34897072345200,26.772553708391400,7.06256598989366,9.104064286020930,6.696916950521730,1,3.772328428058630,0,Wheat,None
36.34877311993800,69.01838788794070,125.18897330839400,24.687466239551300,7.907748959544500,2.3935318307100300,6.566205529839450,1,3.041166109759150,0,Barley,None
17.728171627006200,61.133857399438900,195.51712507940200,29.069700371503800,5.467415041839590,7.207893643659750,6.804600489406150,2,2.2318533709597200,0,Barley,None
25.22879258650720,68.52646335417160,127.68905972133100,26.668764111725600,7.616047965648560,6.573712755832260,6.179727880067650,3,4.140004992543900,0,Soybean,None
24.064080749870800,80.59806294933770,70.62592663362210,28.31500356359330,6.523537611932670,10.601667337402500,7.03551167939646,3,3.327441500157520,1,Barley,Blight
32.66389607179230,70.26246617861590,162.89749714729700,50.894400194401300,6.184332405326630,6.894268414361510,6.988955355535520,3,3.14677175377442,0,Maize,None
32.346793849501400,68.85664840127620,57.06658009510360,23.46323107379720,2.527674001931710,12.141794819809000,6.973269993742820,1,3.388059137871970,0,Wheat,None
25.77473712848460,77.43553515508340,121.80935476708500,31.837547635384800,3.183183709486310,7.268183339813190,6.045769902338940,2,1.4715421374285000,1,Barley,Spot
26.890812598010900,72.10359366629810,178.57315256548600,31.082291073118800,3.473562699640470,6.204739916687850,5.97606568102655,1,4.197696166574630,0,Soybean,None
20.561071261849400,69.94072594166770,153.86574406838300,46.12247574624040,3.3959233080323100,10.889872962041900,6.433171819223190,2,2.4386248586971200,0,Wheat,None
15.096017658880400,83.66060068403330,140.55448383272600,22.1312416692061,2.2471580471635700,8.345883708329420,6.019938157590490,2,3.1166971347885300,0,Rice,None
23.26043925336920,85.55114032059070,-11.57688193608820,29.681280960383200,1.8995345748622800,8.565376992567380,6.387665240324460,3,2.872065828320720,1,Barley,Spot
25.7817448455199,76.13326226328700,94.94987413473120,24.320115178586500,4.667213142272830,10.18173912653040,5.803335261729350,2,3.284070355244500,1,Soybean,Rust
31.151453403638600,67.14040848514830,70.6312466725388,32.01522876563340,6.519779098746780,7.597303676712900,7.340437046378640,1,2.271246375601360,0,Wheat,None
